(35485,1008128)
(35485,1008130)
(35485,1008145)
(35485,1008157)
(35485,1008159)
(1008128,1008130)
(1008128,1008145)
(1008128,1008157)
(1008128,1008159)
(1008130,1008145)
(1008130,1008157)
(1008130,1008159)
(1008145,1008157)
(1008145,1008159)
(1008157,1008159)
(176674,1007375)
(176674,1007377)
(176674,1007378)
(176674,1007384)
(176674,1007393)
(176674,1007401)
(176674,1007411)
(176674,1007416)
(176674,1007423)
(176674,1007429)
(176674,1007430)
(176674,1007437)
(176674,1007442)
(176674,1007447)
(176674,1007452)
(176674,1007455)
(176674,1007461)
(1007375,1007377)
(1007375,1007378)
(1007375,1007384)
(1007375,1007393)
(1007375,1007401)
(1007375,1007411)
(1007375,1007416)
(1007375,1007423)
(1007375,1007429)
(1007375,1007430)
(1007375,1007437)
(1007375,1007442)
(1007375,1007447)
(1007375,1007452)
(1007375,1007455)
(1007375,1007461)
(1007377,1007378)
(1007377,1007384)
(1007377,1007393)
(1007377,1007401)
(1007377,1007411)
(1007377,1007416)
(1007377,1007423)
(1007377,1007429)
(1007377,1007430)
(1007377,1007437)
(1007377,1007442)
(1007377,1007447)
(1007377,1007452)
(1007377,1007455)
(1007377,1007461)
(1007378,1007384)
(1007378,1007393)
(1007378,1007401)
(1007378,1007411)
(1007378,1007416)
(1007378,1007423)
(1007378,1007429)
(1007378,1007430)
(1007378,1007437)
(1007378,1007442)
(1007378,1007447)
(1007378,1007452)
(1007378,1007455)
(1007378,1007461)
(1007384,1007393)
(1007384,1007401)
(1007384,1007411)
(1007384,1007416)
(1007384,1007423)
(1007384,1007429)
(1007384,1007430)
(1007384,1007437)
(1007384,1007442)
(1007384,1007447)
(1007384,1007452)
(1007384,1007455)
(1007384,1007461)
(1007393,1007401)
(1007393,1007411)
(1007393,1007416)
(1007393,1007423)
(1007393,1007429)
(1007393,1007430)
(1007393,1007437)
(1007393,1007442)
(1007393,1007447)
(1007393,1007452)
(1007393,1007455)
(1007393,1007461)
(1007401,1007411)
(1007401,1007416)
(1007401,1007423)
(1007401,1007429)
(1007401,1007430)
(1007401,1007437)
(1007401,1007442)
(1007401,1007447)
(1007401,1007452)
(1007401,1007455)
(1007401,1007461)
(1007411,1007416)
(1007411,1007423)
(1007411,1007429)
(1007411,1007430)
(1007411,1007437)
(1007411,1007442)
(1007411,1007447)
(1007411,1007452)
(1007411,1007455)
(1007411,1007461)
(1007416,1007423)
(1007416,1007429)
(1007416,1007430)
(1007416,1007437)
(1007416,1007442)
(1007416,1007447)
(1007416,1007452)
(1007416,1007455)
(1007416,1007461)
(1007423,1007429)
(1007423,1007430)
(1007423,1007437)
(1007423,1007442)
(1007423,1007447)
(1007423,1007452)
(1007423,1007455)
(1007423,1007461)
(1007429,1007430)
(1007429,1007437)
(1007429,1007442)
(1007429,1007447)
(1007429,1007452)
(1007429,1007455)
(1007429,1007461)
(1007430,1007437)
(1007430,1007442)
(1007430,1007447)
(1007430,1007452)
(1007430,1007455)
(1007430,1007461)
(1007437,1007442)
(1007437,1007447)
(1007437,1007452)
(1007437,1007455)
(1007437,1007461)
(1007442,1007447)
(1007442,1007452)
(1007442,1007455)
(1007442,1007461)
(1007447,1007452)
(1007447,1007455)
(1007447,1007461)
(1007452,1007455)
(1007452,1007461)
(1007455,1007461)
(290781,290863)
(290781,290994)
(290863,290994)
(379939,1007077)
(379939,1007079)
(379939,1007084)
(379939,1007089)
(379939,1007097)
(379939,1007104)
(379939,1007110)
(379939,1007119)
(379939,1007128)
(379939,1007132)
(379939,1007136)
(379939,1007141)
(379939,1007145)
(1007077,1007079)
(1007077,1007084)
(1007077,1007089)
(1007077,1007097)
(1007077,1007104)
(1007077,1007110)
(1007077,1007119)
(1007077,1007128)
(1007077,1007132)
(1007077,1007136)
(1007077,1007141)
(1007077,1007145)
(1007079,1007084)
(1007079,1007089)
(1007079,1007097)
(1007079,1007104)
(1007079,1007110)
(1007079,1007119)
(1007079,1007128)
(1007079,1007132)
(1007079,1007136)
(1007079,1007141)
(1007079,1007145)
(1007084,1007089)
(1007084,1007097)
(1007084,1007104)
(1007084,1007110)
(1007084,1007119)
(1007084,1007128)
(1007084,1007132)
(1007084,1007136)
(1007084,1007141)
(1007084,1007145)
(1007089,1007097)
(1007089,1007104)
(1007089,1007110)
(1007089,1007119)
(1007089,1007128)
(1007089,1007132)
(1007089,1007136)
(1007089,1007141)
(1007089,1007145)
(1007097,1007104)
(1007097,1007110)
(1007097,1007119)
(1007097,1007128)
(1007097,1007132)
(1007097,1007136)
(1007097,1007141)
(1007097,1007145)
(1007104,1007110)
(1007104,1007119)
(1007104,1007128)
(1007104,1007132)
(1007104,1007136)
(1007104,1007141)
(1007104,1007145)
(1007110,1007119)
(1007110,1007128)
(1007110,1007132)
(1007110,1007136)
(1007110,1007141)
(1007110,1007145)
(1007119,1007128)
(1007119,1007132)
(1007119,1007136)
(1007119,1007141)
(1007119,1007145)
(1007128,1007132)
(1007128,1007136)
(1007128,1007141)
(1007128,1007145)
(1007132,1007136)
(1007132,1007141)
(1007132,1007145)
(1007136,1007141)
(1007136,1007145)
(1007141,1007145)
(510816,1007305)
(510816,1007310)
(1007305,1007310)
(640120,1007679)
(1006137,1006140)
(1006137,1006143)
(1006137,1006148)
(1006137,1006151)
(1006137,1006155)
(1006137,1006156)
(1006137,1006161)
(1006137,1006170)
(1006137,1006176)
(1006137,1006182)
(1006137,1006187)
(1006137,1006194)
(1006137,1006200)
(1006137,1006205)
(1006137,1006212)
(1006137,1006213)
(1006137,1006223)
(1006137,1006227)
(1006137,1006235)
(1006137,1006237)
(1006137,1006242)
(1006137,1006245)
(1006137,1006248)
(1006137,1006255)
(1006137,1006261)
(1006137,1006266)
(1006137,1006274)
(1006137,1006281)
(1006137,1006286)
(1006137,1006291)
(1006137,1006296)
(1006137,1006298)
(1006137,1006304)
(1006137,1006306)
(1006137,1006311)
(1006137,1006314)
(1006137,1006321)
(1006137,1006324)
(1006137,1006329)
(1006137,1006333)
(1006137,1006337)
(1006137,1006339)
(1006137,1006345)
(1006137,1006348)
(1006137,1006351)
(1006137,1006352)
(1006137,1006359)
(1006137,1006367)
(1006137,1006371)
(1006137,1006377)
(1006137,1006379)
(1006137,1006384)
(1006137,1006389)
(1006137,1006392)
(1006137,1006396)
(1006137,1006400)
(1006137,1006405)
(1006137,1006407)
(1006137,1006410)
(1006137,1006417)
(1006137,1006421)
(1006137,1006425)
(1006137,1006434)
(1006137,1006443)
(1006137,1006448)
(1006137,1006458)
(1006137,1006461)
(1006137,1006467)
(1006137,1006476)
(1006137,1006477)
(1006137,1006483)
(1006137,1006486)
(1006137,1006489)
(1006137,1006493)
(1006137,1006499)
(1006137,1006505)
(1006137,1006514)
(1006137,1006517)
(1006137,1006520)
(1006137,1006523)
(1006137,1006529)
(1006137,1006533)
(1006137,1006538)
(1006137,1006547)
(1006137,1006550)
(1006137,1006553)
(1006137,1006554)
(1006137,1006558)
(1006137,1006560)
(1006137,1006562)
(1006137,1006568)
(1006137,1006570)
(1006137,1006578)
(1006137,1006585)
(1006137,1006592)
(1006137,1006598)
(1006137,1006605)
(1006137,1006610)
(1006137,1006615)
(1006137,1006618)
(1006137,1006622)
(1006137,1006625)
(1006137,1006630)
(1006137,1006633)
(1006137,1006637)
(1006137,1006639)
(1006137,1006645)
(1006137,1006649)
(1006137,1006654)
(1006137,1006657)
(1006137,1006661)
(1006137,1006665)
(1006137,1006671)
(1006137,1006674)
(1006137,1006683)
(1006137,1006689)
(1006137,1006697)
(1006137,1006699)
(1006137,1006710)
(1006137,1006714)
(1006137,1006723)
(1006140,1006143)
(1006140,1006148)
