(763600,808598)
(763600,808641)
(763600,808648)
(763600,808690)
(763600,808724)
(763600,808938)
(763600,961985)
(763600,961986)
(763600,961992)
(763600,961998)
(763600,962003)
(763600,962005)
(763600,962010)
(763600,962016)
(763600,962022)
(763600,962027)
(763600,962033)
(763600,962040)
(763600,962041)
(763600,962048)
(763600,962051)
(763600,962055)
(763600,962058)
(763600,962062)
(763600,962063)
(763600,962069)
(763600,962071)
(763600,962075)
(763600,962079)
(763600,962082)
(763600,962086)
(763600,962090)
(763600,962093)
(763600,962096)
(763600,962099)
(763600,962103)
(763600,962107)
(763600,962111)
(763600,962114)
(763600,962117)
(763600,962118)
(763600,962124)
(763600,962129)
(763600,962131)
(763600,962138)
(763600,962141)
(763600,962144)
(763600,962148)
(763600,962151)
(763600,962155)
(763600,962160)
(763600,962163)
(763600,962164)
(763600,962170)
(763600,962175)
(763600,962178)
(763600,962184)
(763600,962187)
(763600,962191)
(763600,962196)
(763600,962199)
(763600,962202)
(763600,962208)
(763600,962210)
(763600,962214)
(763600,962219)
(763600,962224)
(763600,962228)
(763600,962233)
(763600,962238)
(763600,962241)
(763600,962244)
(763600,962248)
(763600,962256)
(763600,962260)
(763600,962266)
(763600,962272)
(763600,962275)
(763600,962279)
(763600,962281)
(763600,962290)
(763600,962293)
(763600,962297)
(763600,962301)
(763600,962304)
(763600,962307)
(763600,962311)
(763600,962317)
(763600,962320)
(763600,962324)
(763600,962326)
(763600,962333)
(763600,962337)
(763600,962342)
(763600,962347)
(763600,962354)
(763600,962360)
(763600,962364)
(763600,962367)
(763600,962373)
(763600,962378)
(763600,962381)
(763600,962385)
(763600,962389)
(763600,962393)
(763600,962400)
(763600,962404)
(763600,962408)
(763600,962415)
(763600,962418)
(763600,962426)
(763600,962432)
(763600,962435)
(763600,962444)
(763600,962449)
(763600,962453)
(763600,962459)
(763600,962465)
(763600,962469)
(763600,962473)
(763600,962477)
(763600,962482)
(763600,962486)
(763600,962490)
(763600,962494)
(763600,962498)
(763600,962500)
(763600,962505)
(763600,962511)
(763600,962515)
(763600,962521)
(763600,962523)
(763600,962527)
(763600,962535)
(763600,962538)
(763600,962542)
(763600,962544)
(763600,962547)
(763600,962552)
(763600,962556)
(763600,962562)
(763600,962567)
(763600,962571)
(763600,962575)
(763600,962577)
(763600,962591)
(763600,962595)
(763600,962600)
(763600,962604)
(763600,962609)
(763600,962612)
(763600,962619)
(763600,962623)
(763600,962628)
(763600,962632)
(763600,962637)
(763600,962640)
(763600,962647)
(763600,962651)
(763600,962654)
(763600,962658)
(763600,962662)
(763600,962666)
(763600,962669)
(763600,962673)
(763600,962678)
(763600,962682)
(763600,962687)
(763600,962695)
(763600,962700)
(763600,962703)
(763600,962706)
(763600,962711)
(763600,962719)
(763600,962722)
(763600,962726)
(763600,962729)
(763600,962734)
(763600,962740)
(763600,962744)
(763600,962751)
(763600,962757)
(763600,962760)
(763600,962765)
(763600,962767)
(763600,962774)
(763600,962777)
(763600,962787)
(763600,962793)
(763600,962797)
(763600,962799)
(763600,962810)
(763600,962821)
(808598,808641)
(808598,808648)
(808598,808690)
(808598,808724)
(808598,808938)
(808598,961985)
(808598,961986)
(808598,961992)
(808598,961998)
(808598,962003)
(808598,962005)
(808598,962010)
(808598,962016)
(808598,962022)
(808598,962027)
(808598,962033)
(808598,962040)
(808598,962041)
(808598,962048)
(808598,962051)
(808598,962055)
(808598,962058)
(808598,962062)
(808598,962063)
(808598,962069)
(808598,962071)
(808598,962075)
(808598,962079)
(808598,962082)
(808598,962086)
(808598,962090)
(808598,962093)
(808598,962096)
(808598,962099)
(808598,962103)
(808598,962107)
(808598,962111)
(808598,962114)
(808598,962117)
(808598,962118)
(808598,962124)
(808598,962129)
(808598,962131)
(808598,962138)
(808598,962141)
(808598,962144)
(808598,962148)
(808598,962151)
(808598,962155)
(808598,962160)
(808598,962163)
(808598,962164)
(808598,962170)
(808598,962175)
(808598,962178)
(808598,962184)
(808598,962187)
(808598,962191)
(808598,962196)
(808598,962199)
(808598,962202)
(808598,962208)
(808598,962210)
(808598,962214)
(808598,962219)
(808598,962224)
(808598,962228)
(808598,962233)
(808598,962238)
(808598,962241)
(808598,962244)
(808598,962248)
