(80166,1076733)
(80166,1099917)
(80166,1099922)
(80166,1099927)
(80166,1099930)
(80166,1099933)
(80166,1099937)
(80166,1099940)
(80166,1099943)
(80166,1099950)
(80166,1099954)
(80166,1099958)
(80166,1099959)
(80166,1099966)
(80166,1099970)
(80166,1099975)
(80166,1099976)
(80166,1099979)
(80166,1099987)
(80166,1099988)
(80166,1099993)
(80166,1099999)
(80166,1100005)
(80166,1100007)
(80166,1100010)
(80166,1100017)
(80166,1100024)
(80166,1100029)
(80166,1100034)
(80166,1100042)
(80166,1100044)
(80166,1100046)
(80166,1100050)
(80166,1100053)
(80166,1100057)
(80166,1100062)
(80166,1100066)
(80166,1100073)
(80166,1100081)
(80166,1100082)
(80166,1100087)
(80166,1100090)
(80166,1100097)
(80166,1100098)
(80166,1100103)
(80166,1100107)
(80166,1100111)
(80166,1100115)
(80166,1100118)
(80166,1100122)
(80166,1100126)
(80166,1100129)
(80166,1100134)
(80166,1100137)
(1076733,1099917)
(1076733,1099922)
(1076733,1099927)
(1076733,1099930)
(1076733,1099933)
(1076733,1099937)
(1076733,1099940)
(1076733,1099943)
(1076733,1099950)
(1076733,1099954)
(1076733,1099958)
(1076733,1099959)
(1076733,1099966)
(1076733,1099970)
(1076733,1099975)
(1076733,1099976)
(1076733,1099979)
(1076733,1099987)
(1076733,1099988)
(1076733,1099993)
(1076733,1099999)
(1076733,1100005)
(1076733,1100007)
(1076733,1100010)
(1076733,1100017)
(1076733,1100024)
(1076733,1100029)
(1076733,1100034)
(1076733,1100042)
(1076733,1100044)
(1076733,1100046)
(1076733,1100050)
(1076733,1100053)
(1076733,1100057)
(1076733,1100062)
(1076733,1100066)
(1076733,1100073)
(1076733,1100081)
(1076733,1100082)
(1076733,1100087)
(1076733,1100090)
(1076733,1100097)
(1076733,1100098)
(1076733,1100103)
(1076733,1100107)
(1076733,1100111)
(1076733,1100115)
(1076733,1100118)
(1076733,1100122)
(1076733,1100126)
(1076733,1100129)
(1076733,1100134)
(1076733,1100137)
(1099917,1099922)
(1099917,1099927)
(1099917,1099930)
(1099917,1099933)
(1099917,1099937)
(1099917,1099940)
(1099917,1099943)
(1099917,1099950)
(1099917,1099954)
(1099917,1099958)
(1099917,1099959)
(1099917,1099966)
(1099917,1099970)
